2.361945078727792080e-01,7.869793745941220386e-01,3.687089631092268505e-01,9.610569361841108105e-01
2.487977138638343688e-01,0.000000000000000000e+00,2.762318970378090932e-01,6.555798831126953274e-01
9.294058054887549547e-01,6.063687865722485748e-01,4.512357158587336770e-01,3.528698053472949514e-01
5.959580007362744736e-01,3.415200017837225488e-01,1.627939537694350625e-01,2.061888429130221412e-01
5.999999999999999778e-02,2.999999999999999889e-02,6.678119777902710719e-02,5.881307525856933616e-01
2.053430634568076951e-01,5.913515583550900123e-01,4.307872300538242438e-01,1.314043724886147513e-01
9.099999999999999201e-01,5.650675141706904547e-01,4.196347174248314937e-01,4.332769765090869196e-01
2.999999999999999889e-02,3.214544575659492587e-01,8.628033778770881623e-01,1.251552106442378465e-01
0.000000000000000000e+00,4.766074141591924995e-02,1.937695292114913204e-01,5.429346507462032290e-02
6.346464850871872398e-01,0.000000000000000000e+00,7.625849841322865919e-01,3.388495588060027597e-01
3.873815938874896059e-01,1.620767765308742392e-01,4.765183731273652246e-01,4.589324552293685411e-01
2.270945132933765709e-01,7.101478578713822376e-01,9.098975374476101496e-01,1.746457589810482269e-01
5.536318879317304598e-01,5.515123679630405951e-01,6.984879746754347751e-01,7.423432534965903606e-01
4.782026625152077104e-01,5.623034196594850487e-01,4.847966551965707249e-02,5.017757974386481967e-01
2.130311616385887619e-01,3.437832825297574280e-01,3.433673569456809904e-01,2.142201912916484874e-01
7.198554194572935883e-01,3.332731481425128539e-01,1.068411723074637054e-01,3.196276052151878488e-01
3.808646927795581449e-01,5.104201430448940258e-01,8.781815836928558161e-01,6.547826988775681256e-01
7.965113324155579377e-01,1.985914320092090901e-01,9.399999999999999467e-01,1.913044247339178716e-01
3.978916630397038023e-01,4.964092645367672585e-01,1.665326313191123064e-01,4.900752171090350107e-01
6.589542732262770874e-01,1.000000000000000000e+00,8.333154505997363293e-01,4.338454713294085385e-01
5.677591305611366934e-01,2.748339490162831078e-01,5.674267558107161102e-01,4.794181167300525237e-01
4.384793912259794535e-01,3.933232784101678425e-02,4.366181427276080163e-01,8.305155032478369614e-01
3.779076505730093460e-01,4.494892020823021417e-01,0.000000000000000000e+00,5.315019158969461199e-02
2.999999999999999889e-02,2.963097607264184585e-01,4.253551346011241741e-04,8.547615508816790442e-01
2.417368759231449948e-01,5.009900041892362266e-01,9.205888016103749294e-01,1.431816096384294357e-01
7.264800683284403648e-01,1.057006088363292573e-01,6.971915502715658741e-01,5.937557273121627510e-01
7.977258468862836738e-01,6.323627429134157651e-01,6.904469571207607625e-01,4.377183495797299928e-01
7.968134397126841462e-01,6.738702128849488604e-01,2.397928234373875034e-03,8.804406213226522171e-01
1.168155527817215933e-01,5.813274036802605904e-01,3.986865209511718522e-01,4.446283818206335781e-01
5.334968626926889224e-01,1.352033977215032490e-01,7.763977215347936944e-01,4.892542881630630447e-01
8.690322752439645360e-01,2.596026109838628360e-01,4.862854453783630460e-01,2.351661519961073532e-01
9.878796425398773673e-01,3.621369493287752706e-01,4.306816786451129753e-01,9.699999999999999734e-01
3.008306501719096859e-01,2.999999999999999889e-02,6.954476334420518491e-01,9.399999999999999467e-01
6.768875967692169482e-01,3.621740500104752014e-01,3.029480029441128375e-01,9.099999999999999201e-01
2.339152975066914053e-01,9.933097749099176754e-01,4.293728108925659592e-01,5.398898666104612332e-01
5.325167124612552039e-01,8.526921661139965636e-01,8.456474064832072424e-01,1.000000000000000000e+00
6.886640890607791388e-01,2.999999999999999889e-02,3.382970758066259354e-01,8.663843343731393309e-01
1.000000000000000000e+00,5.180303184373555858e-01,8.201044207697288924e-01,5.274560712689718711e-01
2.192780458804778621e-01,3.179144893248798676e-01,8.999999999999999667e-02,6.728433531753774677e-01
3.596325433533136273e-01,7.526970789803887341e-01,9.100962366522062919e-01,3.728371278823198187e-01
3.981899383260625314e-01,2.536812211564684061e-01,7.836216576666300559e-01,2.339027639405185932e-01
4.562996406754626921e-01,4.322922936403152949e-01,7.709305875339423908e-01,4.336262071306384858e-01
3.096384405879291091e-01,8.398841563980641300e-01,6.935960692074001344e-01,4.882153645789567564e-01
7.833191553566884457e-02,6.733702394197343954e-01,9.940409961757467050e-01,4.740563238137163182e-01
1.163730007720155946e-01,2.275344347740266004e-01,2.880573179638066250e-01,2.154386629379048679e-02
5.352713108797327868e-01,2.886274100349653926e-01,6.553699796485350504e-01,5.311104789946571314e-01
5.976076624374926372e-01,4.663415454266732763e-01,7.119881408994396255e-01,6.589359505369851711e-01
9.759339202059527096e-01,1.641216315201111109e-01,9.319601966447679797e-02,4.564230102013725476e-01
8.802898934430304356e-01,5.589435606853524474e-01,7.113059120142011249e-01,0.000000000000000000e+00
